host_response_time,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_group_cleansed,room_type,bathrooms,bedrooms,beds,price,Wifi,tv,Internet,Kitchen,Heating,Washer,Refrigerator,Dishwasher,Dryer,Microwave,Stove
Unknown,0,0,0,Brooklyn,Private room,1.5,1,1,65,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Queens,Private room,1,1,1,50,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Queens,Private room,1.5,1,0,45,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Bronx,Shared room,1,1,0,130,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,110,1,0,0,1,0,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,45,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Queens,Private room,1,1,1,42,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,100,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Queens,Private room,1,1,1,47,1,1,0,1,1,0,1,0,1,1,1
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,1,250,1,1,0,1,1,0,1,0,1,0,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,100,1,0,0,1,1,0,1,0,1,0,1
Unknown,0,0,0,Manhattan,Private room,2,1,1,100,1,0,0,1,0,1,0,0,1,0,0
within an hour,0,0,0,Manhattan,Shared room,1,1,1,35,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,49,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Queens,Entire home/apt,1,1,0,114,1,0,0,1,1,1,1,1,0,1,1
within a day,0,0,0,Manhattan,Entire home/apt,1,1,2,63,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,74,0,1,0,1,0,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,100,0,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,170,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1.5,1,2,65,1,1,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Private room,1.5,1,1,68,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,104,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,0,85,1,0,0,1,1,1,1,0,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,120,1,1,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,1,205,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,120,1,0,0,1,1,1,0,0,1,0,0
a few days or more,0,0,0,Brooklyn,Entire home/apt,1.5,4,4,140,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,202,1,1,0,1,1,1,1,0,1,0,1
within a few hours,0,0,0,Brooklyn,Entire home/apt,1,1,1,200,1,1,0,1,1,0,1,0,1,0,1
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,1,150,1,1,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Manhattan,Hotel room,2,2,3,275,1,1,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Private room,1,1,0,72,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1.5,1,1,1000,1,1,0,1,0,0,0,0,0,0,0
within a few hours,0,0,0,Brooklyn,Entire home/apt,3,4,5,500,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Queens,Entire home/apt,1,2,2,87,1,0,0,1,1,0,1,0,1,1,1
within an hour,0,0,0,Manhattan,Hotel room,1,1,1,248,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,160,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,75,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,225,1,1,0,1,1,0,0,0,0,0,0
within a day,0,0,0,Brooklyn,Entire home/apt,1,1,2,125,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Private room,2,2,3,193,1,1,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,1,195,1,0,0,0,1,0,0,0,1,0,0
within a day,0,0,0,Brooklyn,Private room,1,1,1,49,1,1,0,1,1,0,1,0,1,1,1
within a day,0,0,0,Manhattan,Entire home/apt,1,2,2,230,1,1,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Private room,2,1,1,55,1,1,0,1,1,1,1,0,1,1,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,85,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,2.5,3,6,850,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Queens,Shared room,1,1,2,100,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,2,3,178,1,1,0,1,1,1,1,0,1,1,1
within an hour,0,0,0,Queens,Entire home/apt,1,2,2,153,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,180,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,80,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,3,3,4,250,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,60,1,0,0,1,1,0,1,0,1,1,1
within a day,0,0,0,Manhattan,Entire home/apt,2,1,1,155,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,90,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,103,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,2,2,160,1,1,0,1,1,1,0,0,1,0,0
within a day,0,0,0,Brooklyn,Entire home/apt,1,1,2,110,1,0,0,1,1,1,1,1,1,1,1
within a day,0,0,0,Brooklyn,Entire home/apt,1,1,2,157,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,30,1,0,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,0,295,1,1,0,1,1,1,0,0,1,0,0
within a few hours,0,0,0,Brooklyn,Entire home/apt,1,1,1,64,1,1,0,1,1,1,1,0,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,75,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,90,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,5,0,52,1,1,0,1,0,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,100,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,100,1,0,0,1,1,0,0,0,1,0,0
within a day,0,0,0,Manhattan,Entire home/apt,1,1,2,200,1,1,0,1,1,1,1,1,1,1,1
within a day,0,0,0,Brooklyn,Private room,1,1,0,46,0,0,0,0,0,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,60,1,1,0,0,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,56,1,0,0,1,1,1,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,100,1,1,0,1,1,0,0,0,1,0,0
within a few hours,0,0,0,Brooklyn,Private room,1,1,1,40,1,0,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,110,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Queens,Entire home/apt,1,1,1,110,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,165,1,0,0,1,1,0,0,0,1,0,0
within a few hours,0,0,0,Manhattan,Entire home/apt,1,1,1,181,1,1,0,1,1,1,1,1,1,1,1
within a few hours,0,0,0,Manhattan,Private room,1,1,1,65,1,0,0,1,1,0,1,0,1,0,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,146,1,0,0,1,1,1,0,0,1,0,0
within a few hours,0,0,0,Manhattan,Entire home/apt,1,1,1,120,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,140,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,40,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Shared room,1,1,1,52,1,1,0,1,1,0,0,0,1,0,0
a few days or more,0,0,0,Manhattan,Entire home/apt,1,1,1,115,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,50,1,0,0,0,0,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,2,4,100,1,0,0,1,0,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,55,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,199,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,90,1,1,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,2,4,92,1,1,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,2,169,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,239,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,90,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,195,1,1,0,1,1,1,1,1,0,0,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,40,1,1,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,2,2,275,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,2,3,110,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,3,3,92,0,0,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,99,1,1,0,1,0,1,1,0,1,1,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,40,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Queens,Entire home/apt,1,1,1,110,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Queens,Private room,1.5,1,2,53,1,0,0,0,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,2,1,1,87,1,1,0,1,0,1,0,0,1,0,0
within a day,0,0,0,Manhattan,Entire home/apt,1,1,1,147,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,106,1,0,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,1,100,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,120,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,119,1,1,0,1,1,1,1,1,1,1,1
within a few hours,0,0,0,Manhattan,Entire home/apt,1,1,1,173,1,1,0,1,1,1,1,1,1,1,1
within a few hours,0,0,0,Manhattan,Entire home/apt,1,1,1,145,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,69,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,50,0,0,0,0,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,35,1,1,0,1,1,1,0,0,1,0,0
within a few hours,0,0,0,Manhattan,Entire home/apt,1,2,2,175,1,1,0,1,1,0,1,0,1,1,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1,2,2,228,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,2,190,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,294,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,2,2,2,559,1,1,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Private room,1,1,2,79,1,1,0,0,1,1,1,0,1,1,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,250,1,1,0,1,1,0,0,0,0,0,0
a few days or more,0,0,0,Manhattan,Entire home/apt,1,2,2,100,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,53,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,3,3,206,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,40,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,105,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,50,1,1,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,2,135,1,1,0,1,1,1,1,0,1,1,1
within an hour,0,0,0,Brooklyn,Private room,1,1,1,60,1,1,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,2,2,2,375,1,1,0,1,1,1,1,0,1,0,1
Unknown,0,0,0,Manhattan,Private room,2,1,1,80,1,0,0,1,0,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Shared room,1,1,1,80,1,0,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,1,165,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,2,2,185,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,250,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Queens,Private room,1,1,1,100,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,2,2,2,100,1,1,0,0,1,1,0,0,1,0,0
a few days or more,0,0,0,Manhattan,Entire home/apt,1,1,1,90,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,75,1,0,0,1,1,0,1,0,1,1,1
within a few hours,0,0,0,Bronx,Private room,1,1,1,90,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,70,1,1,0,1,1,0,1,0,0,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,67,1,0,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Private room,1,1,1,75,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,19,1,1,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,2,145,1,0,0,0,1,0,1,0,1,1,0
Unknown,0,0,0,Queens,Private room,1,1,1,50,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,120,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,2,3,149,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,75,1,0,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1.5,1,1,50,1,1,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,2,185,1,1,0,1,1,1,1,1,1,1,1
a few days or more,0,0,0,Manhattan,Entire home/apt,1,1,2,120,1,1,0,1,1,1,1,0,1,1,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,125,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,100,1,1,0,1,0,1,0,0,1,0,0
within a few hours,0,0,0,Manhattan,Entire home/apt,2,2,5,202,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,70,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,2,90,1,0,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Private room,1,1,1,50,1,0,0,1,1,0,1,0,1,1,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,135,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,175,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,2,2,3,175,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,269,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,2,1,1,40,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,83,1,1,0,1,0,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,2,2,200,1,1,0,1,1,1,0,0,1,0,0
within a few hours,0,0,0,Manhattan,Entire home/apt,1,1,1,234,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Queens,Entire home/apt,1,1,1,125,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,85,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1.5,2,3,300,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Queens,Private room,1,1,1,80,1,1,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,1,66,1,0,0,1,1,0,1,0,1,0,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,2,1,200,1,1,0,1,0,0,0,0,0,0,0
within a few hours,0,0,0,Brooklyn,Entire home/apt,1,1,2,105,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,70,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,36,1,1,0,1,1,0,1,0,1,1,1
within a day,0,0,0,Manhattan,Private room,1,1,1,120,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,60,0,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,150,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,65,1,0,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,50,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,3,117,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,2,4,200,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,2,4,182,1,1,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,1,139,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,35,1,1,0,1,0,1,1,0,1,0,0
within a few hours,0,0,0,Manhattan,Entire home/apt,1,1,1,60,1,0,0,1,1,0,1,0,1,1,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,88,1,0,0,1,0,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,2,99,1,1,0,1,1,1,1,0,1,0,1
within an hour,0,0,0,Manhattan,Private room,1,1,1,48,1,0,0,1,1,1,0,0,1,1,1
Unknown,0,0,0,Queens,Entire home/apt,1,1,2,95,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,65,1,0,0,1,1,0,1,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,50,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,36,1,0,0,0,1,0,1,0,1,1,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,100,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,40,1,1,0,0,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,165,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,2,2,328,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,2,154,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,91,1,0,0,0,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,50,1,0,0,1,0,0,0,0,1,0,0
within a few hours,0,0,0,Manhattan,Entire home/apt,1,1,2,350,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Queens,Entire home/apt,1,1,2,75,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,60,1,0,0,1,0,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,350,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,2,131,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,250,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,150,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,85,1,0,0,1,0,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,44,1,1,0,1,1,0,1,0,1,0,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,75,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,105,1,1,0,1,1,0,1,0,1,0,1
within a day,0,0,0,Brooklyn,Private room,2,1,1,48,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,275,1,1,0,1,1,0,1,0,1,1,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,90,1,0,0,1,1,1,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,52,1,1,0,1,1,0,1,0,1,0,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,99,1,0,0,1,1,0,1,0,1,0,1
Unknown,0,0,0,Staten Island,Private room,1,1,1,72,1,1,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Queens,Entire home/apt,1,1,1,95,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Private room,1.5,1,1,36,1,0,0,1,0,1,0,0,0,0,0
within a few hours,0,0,0,Brooklyn,Entire home/apt,1,1,2,75,1,1,0,1,1,1,1,0,1,0,1
within an hour,0,0,0,Manhattan,Private room,1,1,1,59,1,1,0,1,1,0,1,0,0,0,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,40,1,0,0,1,0,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,140,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,4,210,1,0,0,1,1,1,1,1,1,1,1
a few days or more,0,0,0,Brooklyn,Entire home/apt,1,1,1,60,1,0,0,1,0,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,2,2,52,1,1,0,1,1,1,0,0,1,0,0
within a few hours,0,0,0,Manhattan,Entire home/apt,2,2,2,149,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Shared room,1,1,1,90,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,170,1,1,0,1,1,0,0,0,0,0,0
within a day,0,0,0,Manhattan,Private room,1,1,1,80,1,1,0,1,1,1,1,0,1,0,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,45,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Queens,Private room,1,1,1,60,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,2,1,2,160,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,85,1,0,0,1,1,0,1,0,1,1,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,79,1,1,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,1,133,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Queens,Private room,1,1,2,40,1,0,0,1,1,1,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,249,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,70,1,1,0,1,1,0,1,0,0,1,1
within a few hours,0,0,0,Brooklyn,Private room,1,1,1,50,1,0,0,1,1,0,1,0,1,0,1
within a day,0,0,0,Manhattan,Entire home/apt,1,2,2,150,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,2,1,80,1,0,0,1,1,0,0,0,1,1,0
within a day,0,0,0,Brooklyn,Private room,1.5,1,1,39,1,1,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Manhattan,Private room,1,1,1,100,1,1,0,1,1,1,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,89,1,1,0,1,1,1,1,1,1,0,1
within a day,0,0,0,Brooklyn,Private room,1,1,1,60,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,50,1,0,0,1,0,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,100,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Shared room,1,1,1,75,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,42,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,4,180,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Shared room,1,1,1,45,1,1,0,0,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,145,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,2,68,1,1,0,1,1,1,0,0,1,0,0
within a few hours,0,0,0,Manhattan,Entire home/apt,1,1,2,90,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1.5,3,5,150,1,1,0,1,0,1,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,82,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,60,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,2,95,1,1,0,1,0,0,0,0,1,0,0
